,NAME,BIO_LINK,BIRTH-DEATH,POSITION,PARTY,STATE,SESSION,DEGREE,SCHOOL,GRAD_YEAR,SCHOOL_LOC
3830,"WATKINS, Wesley Wade",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000194,1938- ,Representative,Democrat,OK,100(1987-1988),M.S.,Oklahoma State University,1961," Stillwater, Okla."
3831,"WAXMAN, Henry Arnold",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000215,1939- ,Representative,Democrat,CA,100(1987-1988),B.A.,University of California,1961," Los Angeles, Calif."
3832,"WAXMAN, Henry Arnold",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000215,1939- ,Representative,Democrat,CA,100(1987-1988),J.D.,University of California,1964," Los Angeles, Calif."
3833,"WELDON, Wayne Curtis (Curt)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000268,1947- ,Representative,Republican,PA,100(1987-1988),B.A.,West Chester State College,1969," West Chester, Pa."
3834,"WHEAT, Alan Dupree",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000326,1951- ,Representative,Democrat,MO,100(1987-1988),B.A.,Grinnell College,1972," Grinnell, Iowa"
3835,"WHITTAKER, Robert Russell",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000426,1939- ,Representative,Republican,KS,100(1987-1988),O.D.,Illinois College of Optometry,1962,None
3836,"WILLIAMS, John Patrick",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000520,1937- ,Representative,Democrat,MT,100(1987-1988),B.A.,University of Denver,1961, Colo.
3837,"WISE, Robert Ellsworth, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000654,1948- ,Representative,Democrat,WV,100(1987-1988),B.A.,Duke University,1970," Durham, N.C."
3838,"WISE, Robert Ellsworth, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000654,1948- ,Representative,Democrat,WV,100(1987-1988),J.D.,Tulane University School of Law,1975," New Orleans, La."
3839,"WOLF, Frank Rudolph",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000672,1939- ,Representative,Republican,VA,100(1987-1988),B.A.,Pennsylvania State University,1961," State College, Pa."
3840,"WOLF, Frank Rudolph",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000672,1939- ,Representative,Republican,VA,100(1987-1988),LL.B.,Georgetown University Law School,1965," Washington, D.C."
3841,"WOLPE, Howard Eliot, III",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000682,1939-2011,Representative,Democrat,MI,100(1987-1988),B.A.,Reed College,1960," Portland, Oreg."
3842,"WOLPE, Howard Eliot, III",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000682,1939-2011,Representative,Democrat,MI,100(1987-1988),Ph.D.,Massachusetts Institute of Technology,1967," Cambridge, Mass."
3843,"WORTLEY, George Cornelius",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000752,1926-2014,Representative,Republican,NY,100(1987-1988),B.S.,Syracuse University,1948,None
3844,"WYLIE, Chalmers Pangburn",http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000781,1920-1998,Representative,Republican,OH,100(1987-1988),J.D.,Harvard Law School,1948,None
3845,"YATES, Sidney Richard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=Y000013,1909-2000,Representative,Democrat,IL,100(1987-1988),B.A.,University of Chicago,1931," Chicago, Ill."
3846,"YATES, Sidney Richard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=Y000013,1909-2000,Representative,Democrat,IL,100(1987-1988),J.D.,University of Chicago,1933," Chicago, Ill."
3847,"YOUNG, Donald Edwin",http://bioguide.congress.gov/scripts/biodisplay.pl?index=Y000033,1933- ,Representative,Republican,AK,100(1987-1988),A.A.,Yuba Junior College,1952," Marysville, Calif."
3848,"YOUNG, Donald Edwin",http://bioguide.congress.gov/scripts/biodisplay.pl?index=Y000033,1933- ,Representative,Republican,AK,100(1987-1988),B.A.,California State University,1958," Chico, Calif."
3849,"ACKERMAN, Gary Leonard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000022,1942- ,Representative,Democrat,NY,101(1989-1990),B.A.,Queens College,1965," Flushing, N.Y."
3850,"ALEXANDER, William Vollie (Bill), Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000103,1934- ,Representative,Democrat,AR,101(1989-1990),B.A.,Rhodes College,1957," Memphis, Tenn."
3851,"ALEXANDER, William Vollie (Bill), Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000103,1934- ,Representative,Democrat,AR,101(1989-1990),LL.B.,Vanderbilt University,1960," Nashville, Tenn."
3852,"ANDERSON, Glenn Malcolm",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000189,1913-1994,Representative,Democrat,CA,101(1989-1990),B.A.,University of California,1936," Los Angeles, Calif."
3853,"ANDREWS, Michael Allen",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000209,1944- ,Representative,Democrat,TX,101(1989-1990),B.A.,University of Texas,1967, Austin
3854,"ANDREWS, Michael Allen",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000209,1944- ,Representative,Democrat,TX,101(1989-1990),J.D.,Southern Methodist University,1970," School of Law, Dallas, Tex."
3855,"ANDREWS, Robert Ernest",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000210,1957- ,Representative,Democrat,NJ,101(1989-1990),B.S.,Bucknell University,1979," Lewisburg, Pa."
3856,"ANDREWS, Robert Ernest",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000210,1957- ,Representative,Democrat,NJ,101(1989-1990),J.D.,Cornell Law School,1982," Ithaca, N.Y."
3857,"ANNUNZIO, Frank",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000212,1915-2001,Representative,Democrat,IL,101(1989-1990),B.S.,DePaul University,1940," Chicago, Ill."
3858,"ANNUNZIO, Frank",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000212,1915-2001,Representative,Democrat,IL,101(1989-1990),M.A.,DePaul University,1942," Chicago, Ill."
3859,"ANTHONY, Beryl Franklin, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000213,1938- ,Representative,Democrat,AR,101(1989-1990),J.D.,same university,1963,None
3860,"ARMEY, Richard Keith",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000217,1940- ,Representative,Republican,TX,101(1989-1990),B.A.,Jamestown College,1963," Jamestown, N. Dak."
3861,"ARMEY, Richard Keith",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000217,1940- ,Representative,Republican,TX,101(1989-1990),M.A.,University of North Dakota,1964," Grand Forks, N. Dak."
3862,"ARMEY, Richard Keith",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000217,1940- ,Representative,Republican,TX,101(1989-1990),Ph.D.,University of Oklahoma,1968," Oklahoma City, Okla."
3863,"ASPIN, Leslie",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000224,1938-1995,Representative,Democrat,WI,101(1989-1990),B.A.,Yale University,1960,None
3864,"ASPIN, Leslie",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000224,1938-1995,Representative,Democrat,WI,101(1989-1990),M.A.,Oxford University,1962, England
3865,"ASPIN, Leslie",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000224,1938-1995,Representative,Democrat,WI,101(1989-1990),Ph.D.,economics,1965, Massachusetts Institute of Technology
3866,"AuCOIN, Les",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000337,1942- ,Representative,Democrat,OR,101(1989-1990),B.A.,Pacific University,1969, Forest Grove
3867,"BAKER, Richard Hugh",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000072,1948- ,Representative,Republican,LA,101(1989-1990),B.A.,Louisiana State University,1971," Baton Rouge, La."
3868,"BALLENGER, Cass",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000104,1926-2015,Representative,Republican,NC,101(1989-1990),B.A.,Amherst College,1948," Amherst, Mass."
3869,"BARNARD, Druie Douglas, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000153,1922- ,Representative,Democrat,GA,101(1989-1990),A.B.,Mercer University,1943," Macon, Ga."
3870,"BARTLETT, Harry Stephen (Steve)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000204,1947- ,Representative,Republican,TX,101(1989-1990),B.A.,University of Texas,1971, Austin
3871,"BARTON, Joe Linus",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000213,1949- ,Representative,Republican,TX,101(1989-1990),M.S.,Purdue University,1973," West Lafayette, Ind."
3872,"BATEMAN, Herbert Harvell",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000229,1928-2000,Representative,Republican,VA,101(1989-1990),B.A.,College of William and Mary,1949," Williamsburg, Va."
3873,"BATEMAN, Herbert Harvell",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000229,1928-2000,Representative,Republican,VA,101(1989-1990),LL.B.,Georgetown University Law Center,1956," Washington, D.C."
3874,"BATES, Jim",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000236,1941- ,Representative,Democrat,CA,101(1989-1990),B.A.,San Diego State University,1975,None
3875,"BEILENSON, Anthony Charles",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000318,1932- ,Representative,Democrat,CA,101(1989-1990),B.A.,Harvard University,1954,None
3876,"BEILENSON, Anthony Charles",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000318,1932- ,Representative,Democrat,CA,101(1989-1990),LL.B.,Harvard Law School,1957,None
3877,"BENNETT, Charles Edward",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000371,1910-2003,Representative,Democrat,FL,101(1989-1990),J.D.,University of Florida,1934," Gainesville, Fla."
3878,"BENTLEY, Helen Delich",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000392,1923- ,Representative,Republican,MD,101(1989-1990),BA.,University of Missouri,1944,None
3879,"BEREUTER, Douglas Kent",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000403,1939- ,Representative,Republican,NE,101(1989-1990),B.A.,University of Nebraska,1961," Lincoln, Nebr."
3880,"BEREUTER, Douglas Kent",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000403,1939- ,Representative,Republican,NE,101(1989-1990),M.C.P.,Harvard University,1966," Cambridge, Mass."
3881,"BEREUTER, Douglas Kent",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000403,1939- ,Representative,Republican,NE,101(1989-1990),M.P.A.,Harvard University,1973," Cambridge, Mass."
3882,"BERMAN, Howard Lawrence",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000410,1941- ,Representative,Democrat,CA,101(1989-1990),B.A.,University of California,1962," Los Angeles, Calif."
3883,"BERMAN, Howard Lawrence",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000410,1941- ,Representative,Democrat,CA,101(1989-1990),LL.B.,University of California School of Law,1965," Los Angeles, Calif."
3884,"BILBRAY, James Hubert",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000462,1938- ,Representative,Democrat,NV,101(1989-1990),B.A.,American University,1962," Washington, D.C."
3885,"BILBRAY, James Hubert",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000462,1938- ,Representative,Democrat,NV,101(1989-1990),J.D.,American University Law School,1965," Washington, D.C."
3886,"BILIRAKIS, Michael",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000463,1930- ,Representative,Republican,FL,101(1989-1990),B.S.,University of Pittsburgh,1959," Pittsburgh, Pa."
3887,"BILIRAKIS, Michael",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000463,1930- ,Representative,Republican,FL,101(1989-1990),J.D.,University of Florida,1963," Gainesville, Fla."
3888,"BLILEY, Thomas Jerome, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000556,1932- ,Representative,Republican,VA,101(1989-1990),B.A., Georgetown University,1952," Washington, D.C."
3889,"BOEHLERT, Sherwood Louis",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000586,1936- ,Representative,Republican,NY,101(1989-1990),B.A.,Utica College,1961," Utica, N.Y."
3890,"BOGGS, Corinne Claiborne (Lindy)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000592,1916-2013,Representative,Democrat,LA,101(1989-1990),B.A.,Sophie Newcomb College,1935," Tulane University, New Orleans, La."
3891,"BONIOR, David Edward",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000619,1945- ,Representative,Democrat,MI,101(1989-1990),B.A.,University of Iowa,1967, Iowa City
3892,"BONIOR, David Edward",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000619,1945- ,Representative,Democrat,MI,101(1989-1990),M.A.,Chapman College,1972," Orange, Calif."
3893,"BOSCO, Douglas Harry",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000648,1946- ,Representative,Democrat,CA,101(1989-1990),B.A.,Willamette University,1968," Salem, Oreg."
3894,"BOSCO, Douglas Harry",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000648,1946- ,Representative,Democrat,CA,101(1989-1990),J.D.,Willamette University,1971,None
3895,"BOUCHER, Frederick C.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000657,1946- ,Representative,Democrat,VA,101(1989-1990),B.A.,Roanoke College,1968," Salem, Va."
3896,"BOUCHER, Frederick C.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000657,1946- ,Representative,Democrat,VA,101(1989-1990),J.D.,University of Virginia School of Law,1971," Charlottesville, Va."
3897,"BRENNAN, Joseph Edward",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000798,1934- ,Representative,Democrat,ME,101(1989-1990),B.S.,Boston College,1958,None
3898,"BRENNAN, Joseph Edward",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000798,1934- ,Representative,Democrat,ME,101(1989-1990),LL.B.,University of Maine Law School,1963,None
3899,"BROWDER, John Glen",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000897,1943- ,Representative,Democrat,AL,101(1989-1990),B.A.,Presbyterian College,1965," Clinton, S.C."
3900,"BROWDER, John Glen",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000897,1943- ,Representative,Democrat,AL,101(1989-1990),M.A.,Emory University,1971," Atlanta, Ga."
3901,"BROWDER, John Glen",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000897,1943- ,Representative,Democrat,AL,101(1989-1990),Ph.D.,Emory University,1971," Atlanta, Ga."
3902,"BRYANT, John Wiley",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000997,1947- ,Representative,Democrat,TX,101(1989-1990),B.A.,Southern Methodist University,1969," Dallas, Tex."
3903,"BRYANT, John Wiley",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000997,1947- ,Representative,Democrat,TX,101(1989-1990),J.D.,Southern Methodist University School of Law,1972,None
3904,"BUECHNER, John William (Jack)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001036,1940- ,Representative,Republican,MO,101(1989-1990),A.B.,Benedictine College,1962," Atchison, Kans."
3905,"BUSTAMANTE, Albert G.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001172,1935- ,Representative,Democrat,TX,101(1989-1990),B.A.,Sul Ross State College,1961," Alpine, Tex."
3906,"CAMPBELL, Thomas J.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000100,1952- ,Representative,Republican,CA,101(1989-1990),J.D.,Harvard Law School,1976,None
3907,"CAMPBELL, Thomas J.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000100,1952- ,Representative,Republican,CA,101(1989-1990),Ph.D.,economics,1980, University of Chicago
3908,"CARDIN, Benjamin Louis",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000141,1943- ,Representative,Democrat,MD,101(1989-1990),B.A.,University of Pittsburgh,1964," Pittsburgh, Pa."
3909,"CARDIN, Benjamin Louis",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000141,1943- ,Representative,Democrat,MD,101(1989-1990),J.D.,University of Maryland,1967," Baltimore, Md."
3910,"CARR, Milton Robert (Bob)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000178,1943- ,Representative,Democrat,MI,101(1989-1990),B.S.,University of Wisconsin,1965, Madison
3911,"CARR, Milton Robert (Bob)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000178,1943- ,Representative,Democrat,MI,101(1989-1990),J.D.,University of Wisconsin Law School,1968, Madison
3912,"CHANDLER, Rodney Dennis",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000293,1942- ,Representative,Republican,WA,101(1989-1990),B.S.,Eastern Oregon College,1968," La Grande,Oreg."
3913,"CHANDLER, Rodney Dennis",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000293,1942- ,Representative,Republican,WA,101(1989-1990),M.Ed.,University of Nevada,2004," Las Vegas, Nev."
3914,"CHAPMAN, Jim",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000312,1945- ,Representative,Democrat,TX,101(1989-1990),B.B.A.,University of Texas,1968," Austin, Tex."
3915,"CHAPMAN, Jim",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000312,1945- ,Representative,Democrat,TX,101(1989-1990),J.D.,Southern Methodist University School of Law,1970," Dallas, Tex."
3916,"CLARKE, James McClure",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000462,1917-1999,Representative,Democrat,NC,101(1989-1990),A.B.,Princeton University,1939,None
3917,"CLEMENT, Robert Nelson",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000503,1943- ,Representative,Democrat,TN,101(1989-1990),B.S.,University of Tennessee,1967," Knoxville, Tenn."
3918,"COBLE, Howard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000556,1931- ,Representative,Republican,NC,101(1989-1990),A.B.,Guilford College,1958," Greensboro, N.C."
3919,"COBLE, Howard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000556,1931- ,Representative,Republican,NC,101(1989-1990),J.D.,University of North Carolina School of Law,1962, Chapel Hill
3920,"COELHO, Tony",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000581,1942- ,Representative,Democrat,CA,101(1989-1990),B.A.,Loyola University,1964, Los Angeles
3921,"COLEMAN, Earl Thomas",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000618,1943- ,Representative,Republican,MO,101(1989-1990),B.A.,William Jewell College,1965," Liberty, Mo."
