"ABERCROMBIE, Neil",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000014,1938- ,Representative,Democrat,HI,105(1997-1998),B.A.,Union College,1959," Schenectady, N.Y."
"ABERCROMBIE, Neil",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000014,1938- ,Representative,Democrat,HI,105(1997-1998),M.A.,University of Hawaii,1964," Manoa, Hawaii"
"ABERCROMBIE, Neil",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000014,1938- ,Representative,Democrat,HI,105(1997-1998),Ph.D.,University of Hawaii,1974," Manoa, Hawaii"
"ACKERMAN, Gary Leonard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000022,1942- ,Representative,Democrat,NY,105(1997-1998),B.A.,Queens College,1965," Flushing, N.Y."
"ADERHOLT, Robert",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000055,1965- ,Representative,Republican,AL,105(1997-1998),B.A.,Birmingham Southern College,1987," Birmingham, Ala."
"ADERHOLT, Robert",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000055,1965- ,Representative,Republican,AL,105(1997-1998),J.D.,Samford University,1990," Birmingham, Ala."
"ALLEN, Thomas H.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000357,1945- ,Representative,Democrat,ME,105(1997-1998),B.A.,Bowdoin College,1967," Brunswick, Maine"
"ALLEN, Thomas H.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000357,1945- ,Representative,Democrat,ME,105(1997-1998),J.D.,Harvard University,1974," Cambridge, Mass."
"ANDREWS, Robert Ernest",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000210,1957- ,Representative,Democrat,NJ,105(1997-1998),B.S.,Bucknell University,1979," Lewisburg, Pa."
"ANDREWS, Robert Ernest",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000210,1957- ,Representative,Democrat,NJ,105(1997-1998),J.D.,Cornell Law School,1982," Ithaca, N.Y."
"ARMEY, Richard Keith",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000217,1940- ,Representative,Republican,TX,105(1997-1998),B.A.,Jamestown College,1963," Jamestown, N. Dak."
"ARMEY, Richard Keith",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000217,1940- ,Representative,Republican,TX,105(1997-1998),M.A.,University of North Dakota,1964," Grand Forks, N. Dak."
"ARMEY, Richard Keith",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000217,1940- ,Representative,Republican,TX,105(1997-1998),Ph.D.,University of Oklahoma,1968," Oklahoma City, Okla."
"BACHUS, Spencer T., III",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000013,1947- ,Representative,Republican,AL,105(1997-1998),B.A.,Auburn University,1969," Auburn, Ala."
"BACHUS, Spencer T., III",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000013,1947- ,Representative,Republican,AL,105(1997-1998),J.D.,University of Alabama School of Law,1972," Tuscaloosa, Ala."
"BAESLER, Henry Scott (Scotty)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000028,1941- ,Representative,Democrat,KY,105(1997-1998),B.S.,University of Kentucky,1963,None
"BAESLER, Henry Scott (Scotty)",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000028,1941- ,Representative,Democrat,KY,105(1997-1998),J.D.,University of Kentucky School of Law,1966,None
"BAKER, Richard Hugh",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000072,1948- ,Representative,Republican,LA,105(1997-1998),B.A.,Louisiana State University,1971," Baton Rouge, La."
"BALDACCI, John Elias",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000081,1955- ,Representative,Democrat,ME,105(1997-1998),B.A.,University of Maine,1986, Orono
"BALLENGER, Cass",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000104,1926-2015,Representative,Republican,NC,105(1997-1998),B.A.,Amherst College,1948," Amherst, Mass."
"BARCIA, James A.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000134,1952- ,Representative,Democrat,MI,105(1997-1998),B.A.,Saginaw Valley State College,1974," University Center, Mich."
"BARR, Bob",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000169,1948- ,Representative,Republican,GA,105(1997-1998),B.A.,University of Southern California,1970," Los Angeles, Calif."
"BARR, Bob",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000169,1948- ,Representative,Republican,GA,105(1997-1998),M.A.,George Washington University,1972," Washington, D.C."
"BARR, Bob",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000169,1948- ,Representative,Republican,GA,105(1997-1998),J.D.,Georgetown University Law Center,1977," Washington, D.C."
"BARRETT, Thomas M.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000177,1953- ,Representative,Democrat,WI,105(1997-1998),B.A.,University of Wisconsin,1976," Madison, Wis."
"BARRETT, Thomas M.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000177,1953- ,Representative,Democrat,WI,105(1997-1998),J.D.,University of Wisconsin School of Law,1980,None
"BARRETT, William E.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000179,1929- ,Representative,Republican,NE,105(1997-1998),B.A.,Hastings College,1952,None
"BARTLETT, Roscoe Gardner",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000208,1926- ,Representative,Republican,MD,105(1997-1998),B.S.,Columbia Union College,1947," Takoma Park, Md."
"BARTLETT, Roscoe Gardner",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000208,1926- ,Representative,Republican,MD,105(1997-1998),M.S.,University of Maryland,1948," College Park, Md."
"BARTLETT, Roscoe Gardner",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000208,1926- ,Representative,Republican,MD,105(1997-1998),Ph.D.,University of Maryland,1952," College Park, Md."
"BARTON, Joe Linus",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000213,1949- ,Representative,Republican,TX,105(1997-1998),M.S.,Purdue University,1973," West Lafayette, Ind."
"BASS, Charles Foster",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000220,1952- ,Representative,Republican,NH,105(1997-1998),A.B.,Dartmouth College,1974," Hanover, N.H."
"BATEMAN, Herbert Harvell",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000229,1928-2000,Representative,Republican,VA,105(1997-1998),B.A.,College of William and Mary,1949," Williamsburg, Va."
"BATEMAN, Herbert Harvell",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000229,1928-2000,Representative,Republican,VA,105(1997-1998),LL.B.,Georgetown University Law Center,1956," Washington, D.C."
"BECERRA, Xavier",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000287,1958- ,Representative,Democrat,CA,105(1997-1998),B.A.,Stanford University,1980," Stanford, Calif."
"BECERRA, Xavier",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000287,1958- ,Representative,Democrat,CA,105(1997-1998),J.D.,Stanford University,1984," Stanford., Calif."
"BENTSEN, Kenneth E., Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000400,1959- ,Representative,Democrat,TX,105(1997-1998),M.P.A.,American University,1985," Washington, D.C."
"BEREUTER, Douglas Kent",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000403,1939- ,Representative,Republican,NE,105(1997-1998),B.A.,University of Nebraska,1961," Lincoln, Nebr."
"BEREUTER, Douglas Kent",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000403,1939- ,Representative,Republican,NE,105(1997-1998),M.C.P.,Harvard University,1966," Cambridge, Mass."
"BEREUTER, Douglas Kent",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000403,1939- ,Representative,Republican,NE,105(1997-1998),M.P.A.,Harvard University,1973," Cambridge, Mass."
"BERMAN, Howard Lawrence",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000410,1941- ,Representative,Democrat,CA,105(1997-1998),B.A.,University of California,1962," Los Angeles, Calif."
"BERMAN, Howard Lawrence",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000410,1941- ,Representative,Democrat,CA,105(1997-1998),LL.B.,University of California School of Law,1965," Los Angeles, Calif."
"BERRY, Robert Marion",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000420,1942- ,Representative,Democrat,AR,105(1997-1998),B.S.,University of Arkansas for Medical Sciences,1965,None
"BILIRAKIS, Michael",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000463,1930- ,Representative,Republican,FL,105(1997-1998),B.S.,University of Pittsburgh,1959," Pittsburgh, Pa."
"BILIRAKIS, Michael",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000463,1930- ,Representative,Republican,FL,105(1997-1998),J.D.,University of Florida,1963," Gainesville, Fla."
"BISHOP, Sanford Dixon, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000490,1947- ,Representative,Democrat,GA,105(1997-1998),B.A.,Morehouse College,1968," Atlanta, Ga."
"BISHOP, Sanford Dixon, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000490,1947- ,Representative,Democrat,GA,105(1997-1998),J.D.,Emory University School of Law,1971," Atlanta, Ga."
"BLAGOJEVICH, Rod R.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000518,1956- ,Representative,Democrat,IL,105(1997-1998),B.A.,Northwestern University,1979," Evanston, Ill."
"BLAGOJEVICH, Rod R.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000518,1956- ,Representative,Democrat,IL,105(1997-1998),J.D.,Pepperdine University,1983," Malibu, Calif."
"BLILEY, Thomas Jerome, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000556,1932- ,Representative,Republican,VA,105(1997-1998),B.A., Georgetown University,1952," Washington, D.C."
"BLUMENAUER, Earl",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000574,1948- ,Representative,Democrat,OR,105(1997-1998),B.A.,Lewis and Clark College,1970," Portland, Oreg."
"BLUMENAUER, Earl",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000574,1948- ,Representative,Democrat,OR,105(1997-1998),J.D.,Lewis and Clark Law School,1976," Portland, Oreg."
"BOEHLERT, Sherwood Louis",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000586,1936- ,Representative,Republican,NY,105(1997-1998),B.A.,Utica College,1961," Utica, N.Y."
"BOEHNER, John Andrew",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000589,1949- ,Representative,Republican,OH,105(1997-1998),B.S.,Xavier University,1977," Cincinnati, Ohio"
