"ABDNOR, James",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000009,1923-2012,Senator,Republican,SD,97(1981-1982),None,None,None,None
"ADDABBO, Joseph Patrick",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000052,1925-1986,Representative,Democrat,NY,97(1981-1982),None,None,None,None
"AKAKA, Daniel Kahikina",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000069,1924- ,Representative,Democrat,HI,97(1981-1982),None,None,None,None
"ALBOSTA, Donald Joseph",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000076,1925-2014,Representative,Democrat,MI,97(1981-1982),None,None,None,None
"ALEXANDER, William Vollie (Bill), Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000103,1934- ,Representative,Democrat,AR,97(1981-1982),B.A.,Rhodes College,1957," Memphis, Tenn."
"ALEXANDER, William Vollie (Bill), Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000103,1934- ,Representative,Democrat,AR,97(1981-1982),LL.B.,Vanderbilt University,1960," Nashville, Tenn."
"ANDERSON, Glenn Malcolm",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000189,1913-1994,Representative,Democrat,CA,97(1981-1982),B.A.,University of California,1936," Los Angeles, Calif."
"ANDREWS, Ike Franklin",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000207,1925-2010,Representative,Democrat,NC,97(1981-1982),B.S.,University of North Carolina,1950, Chapel Hill
"ANDREWS, Ike Franklin",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000207,1925-2010,Representative,Democrat,NC,97(1981-1982),LL.B.,same university,1952,None
"ANDREWS, Mark",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000208,1926- ,Senator,Republican,ND,97(1981-1982),None,None,None,None
"ANNUNZIO, Frank",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000212,1915-2001,Representative,Democrat,IL,97(1981-1982),B.S.,DePaul University,1940," Chicago, Ill."
"ANNUNZIO, Frank",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000212,1915-2001,Representative,Democrat,IL,97(1981-1982),M.A.,DePaul University,1942," Chicago, Ill."
"ANTHONY, Beryl Franklin, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000213,1938- ,Representative,Democrat,AR,97(1981-1982),J.D.,same university,1963,None
"APPLEGATE, Douglas Earl",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000214,1928- ,Representative,Democrat,OH,97(1981-1982),None,None,None,None
"ARCHER, William Reynolds, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000215,1928- ,Representative,Republican,TX,97(1981-1982),None,None,None,None
"ARMSTRONG, William Lester",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000219,1937- ,Senator,Republican,CO,97(1981-1982),None,None,None,None
"ASHBROOK, Jean Spencer",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000220,1934- ,Representative,Republican,OH,97(1981-1982),B.S.,Ohio State University,1956, Columbus
