"ADAMS, Alma",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000370,1946- ,Representative,Democrat,NC,113(2013-2014),B.S.,North Carolina Agricultural and Technical State University,1968," Greensboro, N.C."
"ADAMS, Alma",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000370,1946- ,Representative,Democrat,NC,113(2013-2014),M.S.,North Carolina Agricultural and Technical State University,1972," Greensboro, N.C."
"ADAMS, Alma",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000370,1946- ,Representative,Democrat,NC,113(2013-2014),Ph.D.,Ohio State University,1981," Columbus, Ohio"
"ADERHOLT, Robert",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000055,1965- ,Representative,Republican,AL,113(2013-2014),B.A.,Birmingham Southern College,1987," Birmingham, Ala."
"ADERHOLT, Robert",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000055,1965- ,Representative,Republican,AL,113(2013-2014),J.D.,Samford University,1990," Birmingham, Ala."
"ALEXANDER, Lamar",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000360,1940- ,Senator,Republican,TN,113(2013-2014),None,None,None,None
"ALEXANDER, Rodney",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000361,1946- ,Representative,Republican,LA,113(2013-2014),None,None,None,None
"AMASH, Justin",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000367,1980- ,Representative,Republican,MI,113(2013-2014),A.B.,University of Michigan,2002," Ann Arbor, Mich."
"AMASH, Justin",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000367,1980- ,Representative,Republican,MI,113(2013-2014),J.D.,University of Michigan,2005," Ann Arbor, Mich."
"AMODEI, Mark E.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000369,1958- ,Representative,Republican,NV,113(2013-2014),B.A.,University of Nevada,1980," Reno, Nev."
"AMODEI, Mark E.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000369,1958- ,Representative,Republican,NV,113(2013-2014),J.D.,University of the Pacific,1983," McGeorge School of Law, Sacramento, Calif."
