"ABERCROMBIE, Neil",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000014,1938- ,Representative,Democrat,HI,106(1999-2000),B.A.,Union College,1959," Schenectady, N.Y."
"ABERCROMBIE, Neil",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000014,1938- ,Representative,Democrat,HI,106(1999-2000),M.A.,University of Hawaii,1964," Manoa, Hawaii"
"ABERCROMBIE, Neil",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000014,1938- ,Representative,Democrat,HI,106(1999-2000),Ph.D.,University of Hawaii,1974," Manoa, Hawaii"
"ABRAHAM, Spencer",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000355,1952- ,Senator,Republican,MI,106(1999-2000),None,None,None,None
"ACKERMAN, Gary Leonard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000022,1942- ,Representative,Democrat,NY,106(1999-2000),B.A.,Queens College,1965," Flushing, N.Y."
"ADERHOLT, Robert",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000055,1965- ,Representative,Republican,AL,106(1999-2000),B.A.,Birmingham Southern College,1987," Birmingham, Ala."
"ADERHOLT, Robert",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000055,1965- ,Representative,Republican,AL,106(1999-2000),J.D.,Samford University,1990," Birmingham, Ala."
"AKAKA, Daniel Kahikina",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000069,1924- ,Senator,Democrat,HI,106(1999-2000),None,None,None,None
"ALLARD, A. Wayne",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000109,1943- ,Senator,Republican,CO,106(1999-2000),None,None,None,None
"ALLEN, Thomas H.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000357,1945- ,Representative,Democrat,ME,106(1999-2000),B.A.,Bowdoin College,1967," Brunswick, Maine"
"ALLEN, Thomas H.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000357,1945- ,Representative,Democrat,ME,106(1999-2000),J.D.,Harvard University,1974," Cambridge, Mass."
"ANDREWS, Robert Ernest",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000210,1957- ,Representative,Democrat,NJ,106(1999-2000),B.S.,Bucknell University,1979," Lewisburg, Pa."
"ANDREWS, Robert Ernest",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000210,1957- ,Representative,Democrat,NJ,106(1999-2000),J.D.,Cornell Law School,1982," Ithaca, N.Y."
"ARCHER, William Reynolds, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000215,1928- ,Representative,Republican,TX,106(1999-2000),None,None,None,None
"ARMEY, Richard Keith",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000217,1940- ,Representative,Republican,TX,106(1999-2000),B.A.,Jamestown College,1963," Jamestown, N. Dak."
"ARMEY, Richard Keith",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000217,1940- ,Representative,Republican,TX,106(1999-2000),M.A.,University of North Dakota,1964," Grand Forks, N. Dak."
"ARMEY, Richard Keith",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000217,1940- ,Representative,Republican,TX,106(1999-2000),Ph.D.,University of Oklahoma,1968," Oklahoma City, Okla."
"ASHCROFT, John David",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000356,1942- ,Senator,Republican,MO,106(1999-2000),None,None,None,None
"BACA, Joe",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001234,1947- ,Representative,Democrat,CA,106(1999-2000),B.A.,California State University,1971," Los Angeles, Calif."
"BACHUS, Spencer T., III",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000013,1947- ,Representative,Republican,AL,106(1999-2000),B.A.,Auburn University,1969," Auburn, Ala."
"BACHUS, Spencer T., III",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000013,1947- ,Representative,Republican,AL,106(1999-2000),J.D.,University of Alabama School of Law,1972," Tuscaloosa, Ala."
"BAIRD, Brian",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001229,1956- ,Representative,Democrat,WA,106(1999-2000),B.S.,University of Utah,1977," Provo, Utah"
"BAIRD, Brian",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001229,1956- ,Representative,Democrat,WA,106(1999-2000),M.S.,University of Wyoming,1980," Laramie, Wyo."
"BAIRD, Brian",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001229,1956- ,Representative,Democrat,WA,106(1999-2000),Ph.D.,University of Wyoming,1984," Laramie, Wyo."
"BAKER, Richard Hugh",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000072,1948- ,Representative,Republican,LA,106(1999-2000),B.A.,Louisiana State University,1971," Baton Rouge, La."
"BALDACCI, John Elias",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000081,1955- ,Representative,Democrat,ME,106(1999-2000),B.A.,University of Maine,1986, Orono
"BALDWIN, Tammy",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001230,1962- ,Representative,Democrat,WI,106(1999-2000),A.B.,Smith College,1984," Northampton, Mass."
"BALDWIN, Tammy",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001230,1962- ,Representative,Democrat,WI,106(1999-2000),J.D.,University of Wisconsin Law School,1989," Madison, Wis."
"BALLENGER, Cass",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000104,1926-2015,Representative,Republican,NC,106(1999-2000),B.A.,Amherst College,1948," Amherst, Mass."
"BARCIA, James A.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000134,1952- ,Representative,Democrat,MI,106(1999-2000),B.A.,Saginaw Valley State College,1974," University Center, Mich."
"BARR, Bob",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000169,1948- ,Representative,Republican,GA,106(1999-2000),B.A.,University of Southern California,1970," Los Angeles, Calif."
"BARR, Bob",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000169,1948- ,Representative,Republican,GA,106(1999-2000),M.A.,George Washington University,1972," Washington, D.C."
"BARR, Bob",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000169,1948- ,Representative,Republican,GA,106(1999-2000),J.D.,Georgetown University Law Center,1977," Washington, D.C."
"BARRETT, Thomas M.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000177,1953- ,Representative,Democrat,WI,106(1999-2000),B.A.,University of Wisconsin,1976," Madison, Wis."
"BARRETT, Thomas M.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000177,1953- ,Representative,Democrat,WI,106(1999-2000),J.D.,University of Wisconsin School of Law,1980,None
"BARRETT, William E.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000179,1929- ,Representative,Republican,NE,106(1999-2000),B.A.,Hastings College,1952,None
"BARTLETT, Roscoe Gardner",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000208,1926- ,Representative,Republican,MD,106(1999-2000),B.S.,Columbia Union College,1947," Takoma Park, Md."
"BARTLETT, Roscoe Gardner",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000208,1926- ,Representative,Republican,MD,106(1999-2000),M.S.,University of Maryland,1948," College Park, Md."
"BARTLETT, Roscoe Gardner",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000208,1926- ,Representative,Republican,MD,106(1999-2000),Ph.D.,University of Maryland,1952," College Park, Md."
"BARTON, Joe Linus",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000213,1949- ,Representative,Republican,TX,106(1999-2000),M.S.,Purdue University,1973," West Lafayette, Ind."
"BASS, Charles Foster",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000220,1952- ,Representative,Republican,NH,106(1999-2000),A.B.,Dartmouth College,1974," Hanover, N.H."
"BATEMAN, Herbert Harvell",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000229,1928-2000,Representative,Republican,VA,106(1999-2000),B.A.,College of William and Mary,1949," Williamsburg, Va."
"BATEMAN, Herbert Harvell",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000229,1928-2000,Representative,Republican,VA,106(1999-2000),LL.B.,Georgetown University Law Center,1956," Washington, D.C."
"BAUCUS, Max Sieben",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000243,1941- ,Senator,Democrat,MT,106(1999-2000),None,None,None,None
"BAYH, Evan",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001233,1955- ,Senator,Democrat,IN,106(1999-2000),None,None,None,None
"BECERRA, Xavier",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000287,1958- ,Representative,Democrat,CA,106(1999-2000),B.A.,Stanford University,1980," Stanford, Calif."
"BECERRA, Xavier",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000287,1958- ,Representative,Democrat,CA,106(1999-2000),J.D.,Stanford University,1984," Stanford., Calif."
"BENNETT, Robert",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000382,1933- ,Senator,Republican,UT,106(1999-2000),None,None,None,None
"BENTSEN, Kenneth E., Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000400,1959- ,Representative,Democrat,TX,106(1999-2000),M.P.A.,American University,1985," Washington, D.C."
"BEREUTER, Douglas Kent",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000403,1939- ,Representative,Republican,NE,106(1999-2000),B.A.,University of Nebraska,1961," Lincoln, Nebr."
"BEREUTER, Douglas Kent",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000403,1939- ,Representative,Republican,NE,106(1999-2000),M.C.P.,Harvard University,1966," Cambridge, Mass."
"BEREUTER, Douglas Kent",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000403,1939- ,Representative,Republican,NE,106(1999-2000),M.P.A.,Harvard University,1973," Cambridge, Mass."
"BERKLEY, Shelley",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001231,1951- ,Representative,Democrat,NV,106(1999-2000),B.A.,University of Nevada,1972, Las Vegas
"BERKLEY, Shelley",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001231,1951- ,Representative,Democrat,NV,106(1999-2000),J.D.,University of San Diego Law School,1976," San Diego, Calif."
"BERMAN, Howard Lawrence",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000410,1941- ,Representative,Democrat,CA,106(1999-2000),B.A.,University of California,1962," Los Angeles, Calif."
"BERMAN, Howard Lawrence",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000410,1941- ,Representative,Democrat,CA,106(1999-2000),LL.B.,University of California School of Law,1965," Los Angeles, Calif."
"BERRY, Robert Marion",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000420,1942- ,Representative,Democrat,AR,106(1999-2000),B.S.,University of Arkansas for Medical Sciences,1965,None
"BIDEN, Joseph Robinette, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000444,1942- ,Senator,Democrat,DE,106(1999-2000),None,None,None,None
