"ABBITT, Watkins Moorman",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000002,1908-1998,Representative,Democrat,VA,87(1961-1962),LL.B.,University of Richmond,1931," Richmond, Va."
"ALFORD, Thomas Dale",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000105,1916-2000,Representative,Democrat,AR,87(1961-1962),M.D.,University of Arkansas School of Medicine,1939," Little Rock, Ark."
"ANDERSON, John Bayard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000195,1922- ,Representative,Republican,IL,87(1961-1962),A.B.,University of Illinois,1942," Urbana, Ill."
"ANDERSON, John Bayard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000195,1922- ,Representative,Republican,IL,87(1961-1962),LL.M.,Harvard University Law School,1949," Cambridge, Mass."
"AVERY, William Henry",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000228,1911-2009,Representative,Republican,KS,87(1961-1962),A.B.,University of Kansas at Lawrence,1934,None
"BENNETT, Charles Edward",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000371,1910-2003,Representative,Democrat,FL,87(1961-1962),J.D.,University of Florida,1934," Gainesville, Fla."
"BOLLING, Richard Walker",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000605,1916-1991,Representative,Democrat,MO,87(1961-1962),B.A.,1937,1939, M.A.
"BURKE, Frank Welsh",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001090,1920-2007,Representative,Democrat,KY,87(1961-1962),Ph.B.,Xavier University,1942," Cincinnati, Ohio"
"BURKE, Frank Welsh",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001090,1920-2007,Representative,Democrat,KY,87(1961-1962),J.D.,University of Louisville,1948,None
"CHAMBERLAIN, Charles Ernest",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000275,1917-2002,Representative,Republican,MI,87(1961-1962),B.S.,University of Virginia,1941," Charlottesville, Va."
"CHAMBERLAIN, Charles Ernest",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000275,1917-2002,Representative,Republican,MI,87(1961-1962),LL.B.,University of Virginia Law School,1949," Charlottesville, Va."
"CONTE, Silvio Ottavio",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000709,1921-1991,Representative,Republican,MA,87(1961-1962),LL.B.,Boston College Law School,1949," Chestnut Hill, Mass."
"DERWINSKI, Edward Joseph",http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000269,1926-2012,Representative,Republican,IL,87(1961-1962),B.S.,Loyola University,1951," Chicago, Ill."
