"ALEXANDER, William Vollie (Bill), Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000103,1934- ,Representative,Democrat,AR,95(1977-1978),B.A.,Rhodes College,1957," Memphis, Tenn."
"ALEXANDER, William Vollie (Bill), Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000103,1934- ,Representative,Democrat,AR,95(1977-1978),LL.B.,Vanderbilt University,1960," Nashville, Tenn."
"ALLEN, Clifford Robertson",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000118,1912-1978,Representative,Democrat,TN,95(1977-1978),LL.B.,Cumberland University School of Law,1931," Lebanon, Tenn."
"AMBRO, Jerome Anthony, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000170,1928-1993,Representative,Democrat,NY,95(1977-1978),B.A.,New York University,1955,None
"AMMERMAN, Joseph Scofield",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000177,1924-1993,Representative,Democrat,PA,95(1977-1978),A.B.,Dickinson College,1948," Carlisle, Pa."
"AMMERMAN, Joseph Scofield",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000177,1924-1993,Representative,Democrat,PA,95(1977-1978),J.D.,Dickinson School of Law,1950," Carlisle, Pa."
"ANDERSON, Glenn Malcolm",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000189,1913-1994,Representative,Democrat,CA,95(1977-1978),B.A.,University of California,1936," Los Angeles, Calif."
"ANDERSON, John Bayard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000195,1922- ,Representative,Republican,IL,95(1977-1978),A.B.,University of Illinois,1942," Urbana, Ill."
"ANDERSON, John Bayard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000195,1922- ,Representative,Republican,IL,95(1977-1978),LL.M.,Harvard University Law School,1949," Cambridge, Mass."
"ANDREWS, Ike Franklin",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000207,1925-2010,Representative,Democrat,NC,95(1977-1978),B.S.,University of North Carolina,1950, Chapel Hill
"ANDREWS, Ike Franklin",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000207,1925-2010,Representative,Democrat,NC,95(1977-1978),LL.B.,same university,1952,None
"ANNUNZIO, Frank",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000212,1915-2001,Representative,Democrat,IL,95(1977-1978),B.S.,DePaul University,1940," Chicago, Ill."
"ANNUNZIO, Frank",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000212,1915-2001,Representative,Democrat,IL,95(1977-1978),M.A.,DePaul University,1942," Chicago, Ill."
"ASPIN, Leslie",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000224,1938-1995,Representative,Democrat,WI,95(1977-1978),B.A.,Yale University,1960,None
"ASPIN, Leslie",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000224,1938-1995,Representative,Democrat,WI,95(1977-1978),M.A.,Oxford University,1962, England
"ASPIN, Leslie",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000224,1938-1995,Representative,Democrat,WI,95(1977-1978),Ph.D.,economics,1965, Massachusetts Institute of Technology
"AuCOIN, Les",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000337,1942- ,Representative,Democrat,OR,95(1977-1978),B.A.,Pacific University,1969, Forest Grove
"BADILLO, Herman",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000025,1929-2014,Representative,Democrat,NY,95(1977-1978),B.B.A.,City College of New York,1951,None
