"ABBITT, Watkins Moorman",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000002,1908-1998,Representative,Democrat,VA,89(1965-1966),LL.B.,University of Richmond,1931," Richmond, Va."
"ANDERSON, John Bayard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000195,1922- ,Representative,Republican,IL,89(1965-1966),A.B.,University of Illinois,1942," Urbana, Ill."
"ANDERSON, John Bayard",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000195,1922- ,Representative,Republican,IL,89(1965-1966),LL.M.,Harvard University Law School,1949," Cambridge, Mass."
"ANNUNZIO, Frank",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000212,1915-2001,Representative,Democrat,IL,89(1965-1966),B.S.,DePaul University,1940," Chicago, Ill."
"ANNUNZIO, Frank",http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000212,1915-2001,Representative,Democrat,IL,89(1965-1966),M.A.,DePaul University,1942," Chicago, Ill."
"BENNETT, Charles Edward",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000371,1910-2003,Representative,Democrat,FL,89(1965-1966),J.D.,University of Florida,1934," Gainesville, Fla."
"BOLLING, Richard Walker",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000605,1916-1991,Representative,Democrat,MO,89(1965-1966),B.A.,1937,1939, M.A.
"BROWN, Clarence J., Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000910,1927- ,Representative,Republican,OH,89(1965-1966),B.A.,Duke University,1947," Durham, N.C."
"BURTON, Phillip",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001156,1926-1983,Representative,Democrat,CA,89(1965-1966),B.A.,University of Southern California,1947," Los Angeles, Calif."
"BURTON, Phillip",http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001156,1926-1983,Representative,Democrat,CA,89(1965-1966),LL.B.,Golden Gate Law School,1952," San Francisco, Calif."
"CAMERON, Ronald Brooks",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000067,1927-2006,Representative,Democrat,CA,89(1965-1966),J.D.,Pepperdine University School of Law,1973," Malibu, Calif."
"CHAMBERLAIN, Charles Ernest",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000275,1917-2002,Representative,Republican,MI,89(1965-1966),B.S.,University of Virginia,1941," Charlottesville, Va."
"CHAMBERLAIN, Charles Ernest",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000275,1917-2002,Representative,Republican,MI,89(1965-1966),LL.B.,University of Virginia Law School,1949," Charlottesville, Va."
"CONTE, Silvio Ottavio",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000709,1921-1991,Representative,Republican,MA,89(1965-1966),LL.B.,Boston College Law School,1949," Chestnut Hill, Mass."
"CONYERS, John, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000714,1929- ,Representative,Democrat,MI,89(1965-1966),B.A.,Wayne State University,1957," Detroit, Mich."
"CONYERS, John, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000714,1929- ,Representative,Democrat,MI,89(1965-1966),LL.B.,Wayne State Law School,1958," Detroit, Mich."
"DERWINSKI, Edward Joseph",http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000269,1926-2012,Representative,Republican,IL,89(1965-1966),B.S.,Loyola University,1951," Chicago, Ill."
"DINGELL, John David, Jr.",http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000355,1926- ,Representative,Democrat,MI,89(1965-1966),B.S.,Georgetown University,1949," Washington, D.C."
